Wow!	Vau!
I've read about a hundred books so far.	Pročitao sam oko sto knjiga dosad.
I've read about a hundred books so far.	Pročitala sam oko sto knjiga dosad.
If I find your passport, I'll call you.	Ako ti nađem pasoš, pozvaću te.
Is that the woman who knows the answer?	Da li je to ta žena koja zna odgovor?
Is that the woman who knows the answer?	Да ли је то та жена која зна одговор?
Maybe you shouldn't have told Tom that.	Možda nije trebalo da to kažeš Tomu.
Medication and alcohol often don't mix.	Lekove uglavnom ne treba mešati sa alkoholom.
My children don't have their own rooms.	Moja deca nemaju svoje lične sobe.
She keeps moaning that she has no time.	Ona nastavlja da kuka kako nema vremena.
She stood and walked toward the window.	Ustala je i prišla prozoru.
That boy speaks as if he were an adult.	Taj dečak priča kao da je odrastao.
That boy speaks as if he were an adult.	Taj dečak priča kao da je odrasla osoba.
That's nothing you need to worry about.	To nije nešto o čemu se treba brinuti.
The building that I saw was very large.	Zgrada koju sam video je bila veoma velika.
The train was on time today, as always.	Voz je stigao na vreme danas, kao i uvek.
Their goods are of the highest quality.	Njihova dobra su najboljeg kvaliteta.
There are many bad people in the world.	Ima mnogo loših ljudi na svetu.
There are many bad people in the world.	Mnogo je loših ljudi na svetu.
There's a bus stop close to our school.	U blizini naše škole je autobuska stanica.
They are as different as day and night.	Oni se razlikuju kao nebo i zemlja.
They fought the measures in the courts.	Žestoko su se sudili na sudu.
They were responsible for the accident.	Oni su bili odgovorni za nezgodu.
This plant doesn't need a lot of light.	Ovom cvetu ne treba puno svetlosti da bi preživelo.
Tom asked Mary to answer the telephone.	Tom je zamolio Meri da se javi na telefon.
Tom began to feel hot under the collar.	Toma je bio besan kao ris.
Tom began to feel hot under the collar.	Тома је био бесан као рис.
Tom gave his all, but it wasn't enough.	Tom je dao sve od sebe, ali nije bilo dovoljno.
Tom has been causing a lot of problems.	Tom je prouzrokovao mnogo nevolja.
Tom has been saving money to buy a car.	Tom je štedeo novac da bi kupio automobil.
Tom has written a very thorough report.	Tom je napisao veoma iscrpan izveštaj.
Tom is no longer a member of this club.	Tom više nije član ovog kluba.
Tom is supposed to know how to do that.	Tom bi trebalo da zna da uradi to.
Tom is supposed to know how to do that.	Tom bi trebalo da zna kako se to radi.
Tom is worried about what might happen.	Tom je zabrinut zbog onoga što bi se moglo dogoditi.
Tom may be the best person for the job.	Tom je možda najbolja osoba za posao.
Tom never said he would babysit for us.	Tom nikad nije rekao da će da nam bude bebisiter.
Tom sent his son to bed without dinner.	Tom je poslao sina u krevet bez večere.
Tom tried to talk Mary out of doing it.	Tom je probao da odgovori Meri od toga.
We ask the teacher questions every day.	Postavljamo pitanja učetelju svakog dana.
We ask the teacher questions every day.	Postavljamo pitanja učiteljici svakog dana.
We don't know what tomorrow will bring.	Ne znamo šta donosi sutra.
We don't know what tomorrow will bring.	Не знамо шта нам сутра доноси.
We liked the food, especially the fish.	Dopala nam se hrana, pogotovo riba.
We liked the food, especially the fish.	Dopala nam se hrana, naročito riba.
We should bring another bottle of wine.	Treba da donesemo još jednu bocu vina.
We should bring another bottle of wine.	Treba da donesemo još jednu flašu vina.
We will contact you as soon as we know.	Javićemo vam čim budemo saznali.
We will contact you as soon as we know.	Јавићемо вам чим будемо сазнали.
What is the longest river in the world?	Koja je najduža reka na svetu?
What was the first song you ever wrote?	Koju si prvu pesmu ikad napisao?
What was the first song you ever wrote?	Koju si prvu pesmu ikad napisala?
Why do you always have to get involved?	Zašto uvek moraš da se umešaš?
Why do you always have to get involved?	Zašto uvek moraš da se mešaš?
Will someone please tell me what to do?	Hoće li mi neko reći šta da radim?
Will someone please tell me what to do?	Hoće li neko da mi kaže šta da radim?
Writing love letters isn't easy for me.	Nije mi lako da pišem ljubavna pisma.
You don't look very well. Are you sick?	Ne izgledaš baš najbolje. Jesi li bolestan?
You have to study English step by step.	Engleski moraš učiti korak po korak.
All our children go to school in Boston.	Sva naša deca idu u školu u Bostonu.
Are Americans really so individualistic?	Jesu li Amerikanci zaista tako individualni?
Are you going to Tom and Mary's wedding?	Da li ideš na Tomovo i Merino venčanje?
Are you going to Tom and Mary's wedding?	Ideš li na Tomovo i Merino venčanje?
Are you prepared to take responsibility?	Jesi li spreman da preuzmeš odgovornost?
Are you prepared to take responsibility?	Jesi li spremna da preuzmeš odgovornost?
As a last resort, read the instructions.	Na kraju krajeva, pročitaj uputstva.
Can you tell me a little about yourself?	Možeš li mi reći nešto o sebi?
Come here. I want to show you something.	Dođi. Želim nešto da ti pokažem.
Come here. I want to show you something.	Дођи. Желим нешто да ти покажем.
Come here. I want to show you something.	Dođi ovamo. Želim da ti pokažem nešto.
Come here. I want to show you something.	Дођи овамо. Желим да покажем нешто.
Did you expect something else to happen?	Da li si očekivao da se dogodi nešto drugo?
Did you expect something else to happen?	Da li si očekivala da se dogodi nešto drugo?
Did you expect something else to happen?	Da li ste očekivali da se dogodi nešto drugo?
Do you think the situation will improve?	Misliš li da će se situacija poboljšati?
Does Tom usually write to you in French?	Da li tim Tom obično piše na francuskom?
Don't forget we have to do our homework.	Ne zaboravi da treba da uradimo domaći.
Don't let such a good opportunity go by.	Nemoj da dozvoliš da ti izmakne ovako dobra šansa.
Don't worry. Everything's under control.	Ne brini. Sve je pod kontrolom.
Everything was prepared well in advance.	Sve je dobro pripremljeno unapred.
He knows the names of all his customers.	On zna imena svih svojih mušterija.
How did you discover Tom's hiding place?	Kako si otkrio Tomovo skrovište?
How did you discover Tom's hiding place?	Kako si otkrila Tomovo skrovište?
How many symphonies did Beethoven write?	Koliko simfonija je napisao Betoven?
I arrived here a few minutes before you.	Stigao sam ovde nekoliko minuta pre tebe.
I can't believe you didn't recognize me.	Ne mogu da verujem da me nisi prepoznao.
I don't know Tom, but I know his sister.	Ne poznajem Toma, ali znam njegovu sestru.
I don't know Tom, but I know his sister.	Не познајем Тома, али знам његову сестру.
I don't think much of him as a musician.	Nemam neko visoko mišljenje o njemu kao muzičaru.
I don't usually write this kind of song.	Obično ne pišem ovakve pesme.
I prefer coffee and toast for breakfast.	Ја дајем предност кафи и тосту за доручак.
I prefer coffee and toast for breakfast.	Više volim da za doručak uzmem kafu i tost.
I think maybe we've been too aggressive.	Mislim da smo možda bili previše agresivni.
I think maybe we've been too aggressive.	Mislim da smo možda bile previše agresivne.
I'm sorry for not being more supportive.	Izvini što te nisam podržavao.
It took me three days to read this book.	Trebalo mi je tri dana da pročitam ovu knjigu.
It'll save time if we avoid Park Street.	Uštedeće vreme ako izbegavamo Park Street.
Let me show you a better way to do that.	Pokazaću ti bolji način da uradiš to.
Let's go bowling together sometime soon.	Hajdemo na kuglanje neki dan.
Most people here don't have electricity.	Većina ljudi ovde nema struju.
No fewer than 50 passengers were killed.	Најмање 50 путника је погинуло.
None of us did what Tom wanted us to do.	Niko od nas nije uradio ono što je Tom želeo da uradimo.
Now is a great time to buy one of those.	Sada je odličan trenutak za kupovinu takvog.
Shouldn't you be getting ready for work?	Zar ne bi trebalo da se spremaš za posao?
Solar power is a clean source of energy.	Solarna energija je čist izvog energije.
That publishing company is in the black.	То издавачко предузеће је солвентно.
That's certainly nothing to worry about.	To svakako nije razlog za brigu.
That's exactly what I said would happen.	To je baš ono što sam rekao da će se dogoditi.
That's exactly what I said would happen.	To je baš ono što sam rekla da će se dogoditi.
The escaped prisoner hasn't been caught.	Odbegli zatvorenik nije uhvaćen.
The jury found the man guilty of murder.	Sudija je osudio čoveka krivim za ubistvo.
The pen I'm writing with belongs to Tom.	Olovka kojom pišem pripada Tomu.
The will was declared void by the court.	Тестамент је проглашен неважећим од стране суда.
There are many galaxies in the universe.	Postoji mnogo galaksija u univerzumu.
There are many galaxies in the universe.	Postoji mnogo galaksija u svemiru.
There was something lying on the ground.	Nešto je ležalo na zemlji.
There's a lot of traffic on the freeway.	Ima mnogo saobraćaja na auto-putu.
There's no success without perseverance.	Без истрајности нема успеха.
Tom Jackson called the meeting to order.	Том Џексон је отворио седницу.
Tom Jackson called the meeting to order.	Том Џексон је отворио скуп.
Tom broke his leg in a cycling accident.	Tom je polomio nogu u biciklističkoj nezgodi.
Tom came to meet me yesterday afternoon.	Tom je došao da me vidi juče u podne.
Tom carried the chairs to the next room.	Tom je odneo stolice u susednu sobu.
Tom has lived in Boston for over a year.	Tom je živeo u Bostonu preko godinu dana.
Tom hasn't written to me in a long time.	Tom mi dugo nije pisao.
Tom is saving money so he can go abroad.	Tom štedi da bi mogao da ide u inostranstvo.
Tom is waiting for you to say something.	Tom čeka da kažeš nešto.
Tom isn't an easy guy to get along with.	Nije lako slagati se sa Tomom.
Tom never told me what he wanted to eat.	Tom mi nikad nije rekao šta želi da jede.
Tom only managed to save a little money.	Tom je uspeo da uštedi samo malo para.
Tom said that he takes a walk every day.	Том рече да се шета сваког дана.
Tom said that he takes a walk every day.	Том је рекао да се шета сваког дана.
Tom said that he takes a walk every day.	Том је рекао да иде у шетњу сваког дана.
Tom said that he takes a walk every day.	Tom je rekao da se šeta svakog dana.
Tom tried to convince Mary not to leave.	Tom je pokušao da ubedi Meri da ne ode.
Tom tried to persuade Mary not to leave.	Tom je pokušao da ubedi Meri da ne ode.
Tom wants to pay back the money he owes.	Tom želi da otplati novac koji duguje.
Tom works about nine hours at a stretch.	Tom radi oko devet sati neprekidno.
Tom's youngest daughter is his favorite.	Tomova najmlađa ćerka je njegova miljenica.
When the cat's away, the mice will play.	Kad mačke nema, miševi kolo vode.
Would you mind if I told Tom about this?	Da li bi ti smetalo da kažem Tomu za ovo?
You aren't allowed to go into that room.	Nemaš dozvolu da uđeš u tu sobu.
You aren't allowed to go into that room.	Nemaš dozvolu da uđeš u tu prostoriju.
You aren't allowed to go into that room.	Nemate dozvolu da uđete u tu prostoriju.
You aren't allowed to go into that room.	Nemate dozvolu da uđete u tu sobu.
You look really pale. Are you all right?	Veoma si bled. Jesi li dobro?
You seem like a very intelligent person.	Izgledaš kao veoma inteligentna osoba.
You should write Tom a thank-you letter.	Treba da se zahvališ Tomu pismom.
"Will you think about it?" "Yes, I will."	"Hoćeš li razmisliti?" "Da, hoću."
Closing your eyes helps you think better.	Bolje razmišljaš kad zatvoriš oči.
Closing your eyes helps you think better.	Bolje razmišljaš kad zažmuriš.
Have you decided what you're going to do?	Da li si odlučio šta ćeš da radiš?
Have you decided what you're going to do?	Da li si odlučio šta ćeš da uradiš?
Have you decided what you're going to do?	Da li si odlučila šta ćeš da radiš?
Have you decided what you're going to do?	Da li si odlučila šta ćeš da uradiš?
Have you ever been in a traffic accident?	Jesi li ikada doživeo saobraćajnu nesreću?
Have you ever written a computer program?	Jesi li ikad napisao program za računar?
Have you ever written a computer program?	Jesi li ikad napisala program za računar?
Have you ever written a computer program?	Da li si ikad napisao program za računar?
Have you ever written a computer program?	Da li si ikad napisala program za računar?
He put the blue folder down on the table.	Stavio je plavu fasciklu na sto.
How would you feel if your wife left you?	Kako bi se osećao ako bi te napustila žena?
How would you feel if your wife left you?	Kako biste se osećali ako bi Vas napustila supruga?
I can't help but feel partly responsible.	Ne mogu a da se ne osećam delimično odgovornim.
I can't help but feel partly responsible.	Не могу а да се не осећам делимично одговорном.
I can't remember the melody of that song.	Ne mogu da se setim melodije te pesme.
I can't think of anything to write about.	Ne mogu da smislim o čemu da pišem.
I don't intend to ever talk to Tom again.	Ne nameravam da ikad više razgovaram sa Tomom.
I don't like it when you bring work home.	Ne dopada mi se kada radiš kod kuće.
I don't think Tom will give you the keys.	Sumnjam da će Tom da ti da ključeve.
I don't want to know anything about that.	Ne želim da znam ništa o tome.
I don't want word of this getting around.	Ne želim da čujem ni reč ovoga da se širi unaokolo.
I get more than two hundred emails a day.	Dobijam preko dvesta mejlova na dan.
I have a boss who's much younger than me.	Imam šefa koji je mnogo mlađi od mene.
I have no idea what you're talking about.	Nemam pojima o čemu ti pričaš.
I have trouble talking about my feelings.	Imam poteškoća kada govorim o svojim osećanjima.
I hope my mistake will escape his notice.	Nadam se da neće primetiti moju grešku.
I hope my mistake will escape his notice.	Надам се да неће приметити моју грешку.
I know that you don't want to talk to me.	Znam da ne želiš da razgovaraš sa mnom.
I like writing songs about relationships.	Volim da pišem pesme o vezama.
I predicted this would happen months ago.	Predvideo sam da će se ovo desiti pre više meseci.
I predicted this would happen months ago.	Predvidela sam da će se ovo desiti pre više meseci.
I predicted this would happen months ago.	Predvideo sam da će se ovo dogoditi pre više meseci.
I predicted this would happen months ago.	Predvidela sam da će se ovo dogoditi pre više meseci.
I predicted this would happen months ago.	Predvideo sam da će ovo da se desi pre više meseci.
I predicted this would happen months ago.	Predvideo sam da će ovo da se dogodi pre više meseci.
I predicted this would happen months ago.	Predvidela sam da će ovo da se desi pre više meseci.
I predicted this would happen months ago.	Predvidela sam da će ovo da se dogodi pre više meseci.
I think I'll be back in about 30 minutes.	Mislim da ću se vratiti za oko trideset minuta.
I translated the poem as well as I could.	Preveo sam pesmu najbolje što sam mogao.
I translated the poem as well as I could.	Prevela sam pesmu najbolje što sam umela.
I want to answer the last question first.	Želim da prvo odgovorim na poslednje pitanje.
I want to answer the last question first.	Hoću da prvo odgovorim na poslednje pitanje.
I wasn't very fluent in French back then.	Tada nisam tečno govorio francuski.
I wasn't very fluent in French back then.	Tada nisam tečno govorila francuski.
I wear short-sleeve shirts in the summer.	Leti nosim majice sa kratkim rukavima.
I wear short-sleeve shirts in the summer.	Leti nosim majice na kratke rukave.
I wonder what Tom would think about this.	Pitam se šta bi Tom mislio o ovome.
I wondered why people were staring at me.	A pitao sam se zašto ljudi zure u mene.
I'll call them tomorrow when I come back.	Zvaću ih sutra kada se vratim.
I'm not usually in the office on Mondays.	Obično nisam u kancelariji ponedeljkom.
I'm sure that I'll win that tennis match.	Siguran sam da ću pobediti na tom teniskom meču.
I'm sure that I'll win that tennis match.	Siguran sam da ću da pobedim na tom teniskom meču.
I'm sure that I'll win that tennis match.	Siguran sam da ću dobiti taj teniski meč.
I'm sure that I'll win that tennis match.	Siguran sam da ću da dobijem taj teniski meč.
I'm sure that I'll win that tennis match.	Sigurna sam da ću pobediti na tom teniskom meču.
I'm sure that I'll win that tennis match.	Sigurna sam da ću da pobedim na tom teniskom meču.
I'm sure that I'll win that tennis match.	Sigurna sam da ću dobiti taj teniski meč.
I'm sure that I'll win that tennis match.	Sigurna sam da ću da dobijem taj teniski meč.
I'm sure there's a better way to do that.	Siguran sam da postoji bolji način da se to uradi.
I'm sure there's a better way to do that.	Sigurna sam da postoji bolji način da se to uradi.
It's been over a year since the accident.	Прошло је више од годину дана од несреће.
It's been over a year since the accident.	Prošlo je više od godinu dana od nesreće.
Let me write down the directions for you.	Daj da ti zapišem uputstvo.
Little children like to touch everything.	Mala deca vole da sve pipaju.
Mary looks cute no matter what she wears.	Meri izgleda slatko šta god da nosi.
Mary works as a waitress at a local cafe.	Meri radi kao konobarica u obližnjem kafiću.
Monks used to play tennis in monasteries.	Monasi su umeli da igraju tenis u manastirima.
My friend lives in the middle of nowhere.	Moj prijatelj živi bogu iza nogu.
She writes to her son every now and then.	Ona ponekad piše svome sinu.
The building collapsed in the earthquake.	Zgrada se srušila tokom zemljotresa.
The chairman called the meeting to order.	Председавајући је отворио седницу.
The doctors are still trying to save Tom.	Doktori još uvek pokušavaju da spasu Toma.
The goldfinch is a very interesting bird.	Штиглић је веома занимљива птица.
The goldfinch is a very interesting bird.	Štiglić je veoma zanimljiva ptica.
The mayor presented the prizes in person.	Градоначелник је лично уручио награде.
The mayor presented the prizes in person.	Gradonačelnik je lično uručio nagrade.
The temperature is below zero today, too.	I danas je temepratura ispod nule.
There are many beautiful parks in London.	Mnogo je lepih parkova u Londonu.
There was a list of available candidates.	Postojala je lista dostupnih kandidata.
There's going to be a math test tomorrow.	Sutra je test iz matematike.
Tom and Mary watched the sunset together.	Tom i Meri su zajedno gledali suton.
Tom and Mary watched the sunset together.	Tom i Meri su zajedno gledali zalazak sunca.
Tom asked Mary how she liked her new job.	Tom je pitao Meri kako joj se dopada novi posao.
Tom asked me if he could use my computer.	Tom me je pitao da li može da koristi moj računar.
Tom asked me some questions about my job.	Tom je pitao pitanja vezana za moj posao.
Tom asked me who had painted the picture.	Tom me je pitao ko je nacrtao sliku.
Tom bought a pair of black leather shoes.	Tom je kupio par crnih cipela.
Tom comes to visit us every now and then.	Tom nas posećuje s vremena na vreme.
Tom cut himself with his knife yesterday.	Tom se juče posekao nožem.
Tom didn't let me answer Mary's question.	Tom mi nije dozvolio da odgovorim na Merino pitanje.
Tom didn't try to deny Mary's accusation.	Tom nije pokušao da porekne Merinu osudu.
Tom is now better off than he was before.	Tomu je sada bolje nego što mu je bilo ranije.
Tom is used to these kinds of situations.	Tom se navikao na ovakve situacije.
Tom is very good at changing the subject.	Tom veoma vešto ume da promeni temu razgovora.
Tom isn't going to be happy to hear that.	Tom neće biti srećan kada čuje to.
Tom isn't yet able to write his own name.	Tom još uvek ne ume da napiše svoje ime.
Tom knows the names of all his customers.	Tom zna imena svih svojih mušterija.
Tom might have something to do with that.	Tom bi mogao da ima neke veze s tim.
Tom might have something to do with that.	Tom bi mogao da ima neke veze sa tim.
Tom took out his key and opened the door.	Tom je izvadio ključeve i otvorio vrata.
Tom tried to talk Mary out of doing that.	Tom je probao da odgovori Meri od toga.
Tom wore black jeans and a white T-shirt.	Tom je nosio crne farmerice i belu majicu.
Tom wore black jeans and a white T-shirt.	Tom je nosio crne farmerke i belu majicu.
Tom wouldn't let anyone else in the room.	Tom nikom drugom nije dozvolio da uđe u sobu.
We have to learn the whole poem by heart.	Moramo da naučimo celu pesmu napamet.
We have your size, but not in that color.	Imamo vašu veličinu, ali ne u toj boji.
We sat together in silence for some time.	Седели смо заједно у тишини неко време.
We sat together in silence for some time.	Sedeli smo zajedno u tišini neko vreme.
What did you just write in your notebook?	Šta si upravo napisao u svesci?
Why are you so good at explaining things?	Zašto si tako dobar u objašnjavanju stvari?
Why are you so good at explaining things?	Zašto si tako dobra u objašnjavanju stvari?
You don't seem to be yourself these days.	Изгледа да у последње време ниси сав свој.
You don't seem to be yourself these days.	Изгледа да у последње време ниси сва своја.
You never know what will happen tomorrow.	Nikad se ne zna šta će se dogoditi sutra.
You never know what will happen tomorrow.	Никад се не зна шта ће се догодити сутра.
You never know what will happen tomorrow.	Nikad ne znaš šta će biti sutra.
You never know what will happen tomorrow.	Никад не знаш шта ће бити сутра.
You never know what will happen tomorrow.	Nikad se ne zna šta sve može da se desi.
You never know what will happen tomorrow.	Никад се не зна шта све може да се деси.
A few old buildings need to be demolished.	Potrebno je da se sruši nekoliko starih kuća.
All this talk of food is making me hungry.	Gladan sam od sve ove priče oko hrane.
Are you going to send this by parcel post?	Da li ćeš ovo poslati kao poštanska pošiljka?
Can you tell me how to get to the airport?	Možeš li da mi kažeš kako da stignem do aerodroma?
Can you tell me how to get to the airport?	Možete li da mi kažete kako da stignem do aerodroma?
Children should be allowed to be children.	Deci treba dozvoliti da budu deca.
Children should be allowed to be children.	Deci treba da se dozvoli da budu deca.
Deaf people can converse in sign language.	Глуви људи могу да разговарају на знаковном језику.
Did you take the book back to the library?	Јеси ли вратио књигу у библиотеку?
Do you believe in love at the first sight?	Da li veruješ u ljubav na prvi pogled?
Do you believe in love at the first sight?	Veruješ li u ljubav na prvi pogled?
Do you believe in love at the first sight?	Da li verujete u ljubav na prvi pogled?
Do you believe in love at the first sight?	Verujete li u ljubav na prvi pogled?
Do you go to school on foot or by bicycle?	Peške ili biciklom ideš u školu?
Have you ever uploaded a video to YouTube?	Jesi li ikada okačio video na Jutjub?
Have you ever wanted to live on an island?	Da li si ikada poželeo da živiš na ostrvu?
Have you ever wanted to live on an island?	Никада ниси пожелео да живиш на острву?
His novels are popular among young people.	Њгови романи су омиљени међу млађим особама.
How many concerts did you go to last year?	Na koliko si koncerata bio prošle godine?
How often do you upload videos to YouTube?	Koliko često kačiš snimke na Jutjub?
I can resist everything except temptation.	Ja mogu da odolim svemu, osim iskušenju.
I can resist everything except temptation.	Могу да одолим свему, осим искушењу.
I couldn't have done it without your help.	Ne bih mogao da uradim ovo bez tvoje pomoći.
I couldn't have done it without your help.	Ne bih mogla da uradim ovo bez tvoje pomoći.
I don't like to eat garlic in the morning.	Ne volim da ujutru jedem beli luk.
I explained the rules of the game to them.	Ја сам њима објаснио правила игре.
I have a full-length mirror in my bedroom.	U spavaćoj sobi imam ogledalo od poda do plafona.
I have already finished reading this book.	Već sam završio sa čitanjem ove knjige.
I think Tom has been trying to impress me.	Mislim da se Tom trudio da me impresionira.
I think Tom has been trying to impress me.	Mislim da se Tom trudio da me zadivi.
I think we'll get off at the next station.	Mislim da ćemo sići an sledećoj stanici.
I thought you were going to Boston by bus.	Mislio sam da ideš u Bostom autobusom.
I thought you were going to Boston by bus.	Mislio sam da idete u Boston autobusom.
I thought you were going to Boston by bus.	Mislila sam da ideš u Bostom autobusom.
I thought you were going to Boston by bus.	Mislila sam da idete u Boston autobusom.
I thought you wouldn't be able to do that.	Mislio sam da nećeš moći da uradiš to.
I thought you wouldn't be able to do that.	Mislio sam da nećeš umeti da uradiš to.
I thought you wouldn't be able to do that.	Mislila sam da nećeš umeti da uradiš to.
I thought you wouldn't be able to do that.	Mislila sam da nećeš moći da uradiš to.
I was going to write to you, but I forgot.	Želeo sam da ti pišem, ali sam zaboravio.
I wasn't having fun, so I went home early.	Nije mi bilo zabavno, pa sam rano otišao kući.
I wasn't having fun, so I went home early.	Nije mi bilo zabavno, pa sam rano otišla kući.
I'll never tell anyone who you really are.	Nikad nikome neću reći ko si ti u stvari.
I'll never tell anyone who you really are.	Никада никоме нећу рећи ко си ти заправо.
I'm having trouble deciding where to park.	Ne mogu da odlučim gde da se parkiram.
I'm not the only one who doesn't like Tom.	Nisam jedini kome se ne dopada Tom.
I'm not the only one who doesn't like Tom.	Nisam jedina kome se ne dopada Tom.
I'm sure that Tom didn't mean to hurt you.	Siguran sam da Tom nije želeo da te povredi.
I'm sure that Tom didn't mean to hurt you.	Sigurna sam da Tom nije želeo da te povredi.
It's getting harder for me to concentrate.	Sve mi je teže da se koncentrišem.
It's getting harder for me to concentrate.	Све ми је теже да се концентришем.
It's strange that no one knows the victim.	Čudno je što niko ne zna žrtvu.
It's unlikely Tom is as busy as you think.	Mala je šansa da je Tom zauzet koliko misliš da jeste.
Let me tell you why you shouldn't do that.	Daj da ti pokažem zašto ne treba da radiš to.
My mother died the same day I got married.	Moja majka je umrla istog dana kada sam se oženio.
My mother died the same day I got married.	Majka mi je umrla istog dana kada sam se oženio.
My mother died the same day I got married.	Moja majka je umrla na dan kada sam se oženio.
My mother died the same day I got married.	Majka mi je umrla na dan kada sam se oženio.
My mother died the same day I got married.	Moja majka je umrla istog dana kada sam se udala.
My mother died the same day I got married.	Majka mi je umrla istog dana kada sam se udala.
My mother died the same day I got married.	Moja majka je umrla na dan kada sam se udala.
My mother died the same day I got married.	Majka mi je umrla na dan kada sam se udala.
Please do whatever you think is necessary.	Molim te, uradi što god misliš da je neophodno.
Shouldn't you be getting ready for school?	Zar ne bi trebalo da se spremaš za školu?
Some of my less intelligent friends smoke.	Neki od mojih manje inteligentnih prijatelja puše.
That's the stupidest thing I've ever said.	Ovo je najgluplja stvar koju sam ikada izgovorio.
The bad weather prevented me from leaving.	Loše vreme me je sprečilo da odem.
The conference was not a complete success.	Конференција није била у потпуности успешна.
The conference was not a complete success.	Конференција није баш била успешна.
The girl released the birds from the cage.	Devojka je pustila ptice iz kaveza.
The girl released the birds from the cage.	Девојка је пустила птице из кавеза.
Their friendship quickly turned into love.	Njihovo prijateljstvo se brzo pretvorilo u ljubav.
Their friendship quickly turned into love.	Prijateljstvo im se brzo pretvorilo u ljubav.
There's really no need for you to do that.	Stvarno nema potrebe da radiš to.
There's really no need for you to do that.	Stvarno nema potrebe da radite to.
Today, too, the temperature is below zero.	I danas je temperatura ispod nule.
Tom and his family emigrated to Australia.	Tom se sa porodicom odselio u Australiju.
Tom arrived on time in spite of the storm.	Tom je stigao na vreme uprkos oluji.
Tom asked me to wake him up at six-thirty.	Tom me je zamolio da ga probudim u pola sedam.
Tom broke down when he heard the bad news.	Tom se slomio kada je čuo vesti.
Tom didn't even notice that Mary had left.	Tom nije ni primetio da je Meri otišla.
Tom didn't make friends as easily as Mary.	Tom nije sklapao prijateljstva lako kao Meri.
Tom had no choice but to grin and bear it.	Tom nije imao izbora sem da se nasmeje i istrpi.
Tom has had three glasses of wine already.	Tom je već popio tri čaše vina.
Tom hasn't written to Mary in a long time.	Tom nije pisao Meri jako dugo.
Tom is the only breadwinner in the family.	Tom je jedini hranilac u porodici.
Tom is the only breadwinner in the family.	Том је једини хранилац у породици.
Tom is wise enough not to do such a thing.	Tom je dovoljno mudar da ne uradi nešto tako.
Tom is working hard to support his family.	Tom radi naporno da bi izdržao svoju porodicu.
Tom looked so different after his haircut.	Tom je izgledao mnogo drugačije nakon šišanja.
Tom might try to convince Mary to do that.	Tom možda proba da ubedi Meri da uradi to.
Tom never had any intention of doing that.	Tom nikad nije nameravao da uradi to.
Tom sat on the grass under a coconut tree.	Tom je sedeo na travi ispod kokosovog drveta.
Tom stumbled over something on the ground.	Tom se sapleo o nešto sa zemlje.
Tom told me that he had lost his textbook.	Tom mi je rekao da je izgubio svesku.
Tom tried to convince Mary not to do that.	Tom je probao da ubedi Meri da ne uradi to.
Tom was seriously injured in the accident.	Tom je ozbiljno povređen u nezgodi.
Tom wasn't the one who drank all the milk.	Tom nije taj koji je popio sve mleko.
Tom, are you a dog person or a cat person?	Tome, da li više voliš pse ili mačke?
We have to set the scene for negotiations.	Морамо да припремимо терен за преговоре.
We need to save up money to buy a new car.	Moramo da štedimo novac da kupimo nov automobil.
We will present our idea to the committee.	Predstavićemo svoje ideje odboru.
We're both not as rich as we wish we were.	Oboje nismo bogati koliko bismo želeli.
We're both not as rich as we wish we were.	Obojica nismo bogati koliko bismo želeli.
We're both not as rich as we wish we were.	Obe nism bogate koliko bismo želele.
We're both not as rich as we wish we were.	Oboje nismo bogati koliko bismo hteli.
What were your grades like in high school?	Kakve su ti bile ocene u srednjoj školi?
Will I be the only one going to the party?	Da li ću samo ja ići na žurku?
Will I be the only one going to the party?	Da li samo ja idem na žurku?
You need a car if you live in the suburbs.	Potreban ti je automobil ako živiš u predgrađu.
You need to be here by 2:30 at the latest.	Treba ovde da budeš najkasnije u pola jedan.
You need to be here by 2:30 at the latest.	Treba da budeš ovde najkasnije do pola jedan.
You still have a lot to learn about women.	Još ima mnogo toga da naučiš o ženama.
A few firefighters suffered minor injuries.	Nekoliko vatrogasaca je pretrpelo lakše povrede.
After 2013, Tom lived and worked in Boston.	Posle 2013, Tom je živeo i radio u Bostonu.
All her students really love to read books.	Svi njeni učenici zaista vole da čitaju knjige.
All her students really love to read books.	Сви њени ученици заиста воле да читају књиге.
Can you imagine walking around on the moon?	Možeš li da zamisliš kako je hodati po Mesecu?
Could you please turn off the radio for me?	Možeš li, molim te, da ugasiš radio za mene?
Could you please turn off the radio for me?	Možete li, molim vas, da ugasite radio za mene?
Did you forget to lock the door last night?	Jesi li zaboravio da zaključaš vrata sinoć?
Fortunately, Tom didn't get seriously hurt.	Srećom, Tom se nije ozbiljno povredio.
I already said I don't know how to do that.	Već sam rekao da ne znam kako se to radi.
I already said I don't know how to do that.	Već sam rekla da ne znam kako se to radi.
I bought a new hat at the department store.	Kupio sam nov šešir u prodavnici.
I could write Tom a note if you want me to.	Mogu da napišem poruku Tomu ako želiš.
I don't know whether I should laugh or cry.	Ne znam da li da se smejem ili da plačem.
I don't think I'm the only one who noticed.	Sumnjam da sam jedini koji je primetio.
I don't think that Tom will ever come back.	Ne mislim da će se Tom ikad vratiti.
I don't think that Tom will ever come back.	Sumnjam da će se Tom ikad vratiti.
I don't understand why you want to do that.	Ne razumem zašto bi želeo da uradiš to.
